year,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002
не достигнуть,5.951651260716062e-08,6.564381038742795e-08,1.0383976700722997e-07,9.373368214937727e-08,1.0932068050806265e-07,9.838439751774786e-08,1.1828034018890321e-07,1.0690365570553695e-07,1.1068822658444333e-07,8.596557421469697e-08,8.790403427383353e-08,1.0658809657115853e-07,7.523432543621311e-08,8.660828854090141e-08,7.827357251244393e-08,1.0180299625517364e-07,1.0105095071821779e-07,7.52372599777118e-08
не исполнить,7.300692317357971e-08,7.20480883842356e-08,7.769306620275529e-08,7.544418423321986e-08,8.891414893241745e-08,1.1165848690097846e-07,1.2203527433030104e-07,1.6157029847363447e-07,1.7525636053505877e-07,1.7088278525534406e-07,1.657936792298642e-07,1.2005185112684558e-07,1.368846653804212e-07,1.1135350774793551e-07,1.3470335602505656e-07,1.5929795438296424e-07,1.6118043788537761e-07,1.3889956562707084e-07
не исполняться,1.5871070013773192e-09,0.0,7.47048700677766e-10,3.810312509955338e-09,7.288045167364032e-10,7.027457282759997e-09,3.754931476862566e-09,9.718513993561828e-09,2.306004720509236e-09,6.290163945266158e-09,1.3352511096798025e-08,7.85385978474551e-09,6.269527119684426e-09,6.186306134026154e-09,4.550789078905382e-09,8.967103504176066e-09,7.516185895894978e-09,1.3228529383013665e-08
не может быть реализовано,6.007335429103478e-08,5.1563716851887875e-08,9.056351757408265e-08,5.760065135973491e-08,7.235350807377472e-08,6.437858957042408e-08,7.0083459036141e-08,7.29279747702094e-08,7.150423186885746e-08,6.060443524802395e-08,4.7619625576089675e-08,8.335541679116432e-08,6.816525655040095e-08,5.5720171587836376e-08,8.302268383886258e-08,4.606047099287025e-08,9.119796118284285e-08,8.666624751185736e-08
не найти ответ,0.0,1.6988064288625537e-09,1.5872436698316505e-09,8.079470981137149e-10,7.726898565429963e-10,0.0,9.965122060862086e-10,0.0,0.0,1.1139623667943965e-09,3.536281045768419e-09,0.0,0.0,3.2763045609840447e-09,1.9283170615835843e-09,1.681834227440504e-09,3.538201065467206e-09,3.5047917901209757e-09
не научиться,4.285188737185308e-08,4.643099060785971e-08,4.8558167264900476e-08,5.258231183802309e-08,5.393153301724851e-08,7.574037397262146e-08,7.60373595198871e-08,5.102219802211039e-08,6.80271412534239e-08,5.556311322152396e-08,4.7846498318904196e-08,5.048909912375166e-08,4.7021451621276356e-08,5.052149987250232e-08,5.825010163107436e-08,7.595664186510476e-08,6.347001857420764e-08,5.3740901506671435e-08
не оборудовать,5.5548743382871635e-09,4.002671527558732e-09,5.976389605422128e-09,2.286187461564282e-09,7.288045278386335e-09,7.808285684696159e-10,7.509862953725133e-09,1.2148142491952285e-09,0.0,1.0483606205369256e-09,2.2254185161330042e-09,5.609899655922845e-09,1.0449211496066368e-09,1.0310510223376923e-09,0.0,4.747290116569047e-09,1.6702635941001631e-09,2.4803492593150622e-09
не оповестить,0.0,1.6010686110234928e-09,2.988194802711064e-09,2.286187461564282e-09,1.4576090334728065e-09,7.808285684696159e-10,4.693664124033603e-09,1.2148142491952285e-09,2.306004720509236e-09,2.096721241073851e-09,1.1127092580665021e-09,1.1219799533890296e-09,2.0898422992132737e-09,2.0621020446753846e-09,1.8203156759710737e-09,2.1099066938035094e-09,2.505395446661396e-09,8.267830864383541e-10
не поддержать,9.681352963752943e-08,1.3448976687868708e-07,1.1878073991056226e-07,1.204058719395107e-07,1.1369350261247746e-07,1.4211079246706504e-07,1.492585255391532e-07,1.1905179775340002e-07,1.0146420947876322e-07,9.749754070753625e-08,1.1238363839538579e-07,1.380035286047132e-07,1.4524404434723692e-07,1.268192733050455e-07,1.21050987900162e-07,1.0602281008686987e-07,1.2777516644746356e-07,1.1905676444712299e-07
не покупать,1.4125252789654041e-07,1.2568388285671972e-07,1.6360365862055914e-07,2.141395469834606e-07,1.8948917102079577e-07,2.0535790667963738e-07,2.1215362266957527e-07,2.113776815804158e-07,2.409774992884195e-07,2.599934418867633e-07,2.2365456686657126e-07,2.4346965687982447e-07,2.6749981429929903e-07,1.90744444239499e-07,2.5120357349806e-07,2.8167255550215486e-07,2.563854479831207e-07,2.2901890872617514e-07
не получаться,5.5548743382871635e-09,4.8032058330704785e-09,5.229340960255513e-09,7.620624686843769e-10,8.745653978792234e-09,5.465799812753858e-09,1.1264794430587699e-08,6.074071023931538e-09,6.918014161527708e-09,8.386884964295405e-09,2.2254185161330042e-09,3.365939971189391e-09,4.179684598426547e-09,3.093153067013077e-09,2.730473624978913e-09,7.912150046252009e-09,7.516185895894978e-09,1.2401746296575311e-08
не получиться,5.237453137851844e-08,5.4436334551155596e-08,5.602865371656662e-08,5.410643666436954e-08,5.830436222709068e-08,8.58911448631261e-08,5.4446505970418e-08,5.3451827852768474e-08,8.071016566191247e-08,6.394999729764095e-08,8.234048465283195e-08,8.19045382627337e-08,7.105463595280526e-08,8.557723418789465e-08,5.825010163107436e-08,1.7353983139400952e-07,8.601857359735732e-08,1.0830858343524596e-07
не построить,7.300692317357971e-08,8.96598422173156e-08,1.2475713617732254e-07,1.3412299892934243e-07,1.8292993786417355e-07,1.788097421240309e-07,1.680331820352876e-07,1.7371843341607018e-07,1.764093582323767e-07,1.320934330806267e-07,1.8025889403361361e-07,1.67175016940746e-07,1.5987293977559602e-07,1.3403663956523815e-07,1.4653541313691676e-07,1.4136374204554158e-07,1.3278595645260793e-07,1.2401746118939627e-07
не пошевелить пальцем,8.419430708173081e-10,0.0,0.0,8.079470981137149e-10,0.0,0.0,9.965122060862086e-10,2.580785807282382e-09,1.2221307299498108e-09,3.341887211405492e-09,1.1787603115820389e-09,0.0,1.10626607874309e-09,0.0,0.0,0.0,0.0,0.0
не предупредить,1.904528446061704e-08,2.24149605543289e-08,2.3158509776521896e-08,3.4292810369151994e-08,3.93554451250111e-08,5.231551369888621e-08,4.130424713366665e-08,6.681478481596059e-08,5.765011934499853e-08,4.717622914540698e-08,2.7817732117796368e-08,4.487919724738276e-08,4.075192450159193e-08,3.71178359159785e-08,6.64415225060111e-08,7.806654878095287e-08,4.676737930253694e-08,3.059097508639752e-08
не предусмотреть,2.618726568925922e-08,3.202137222046986e-08,3.8846533101377645e-08,3.810312421137496e-08,4.081305249314937e-08,5.8562143578910764e-08,5.163030891708331e-08,3.765924105891827e-08,4.8426098686604746e-08,3.8789341516576314e-08,3.004315018984016e-08,3.5903358508448946e-08,2.5078108478737704e-08,2.5776275336397703e-08,2.8214893532663154e-08,3.059364672708398e-08,2.1713427500458238e-08,2.9764191111780747e-08
не привнести,8.729088563086407e-09,5.603740138582225e-09,9.711633275344411e-09,5.334437336301789e-09,5.101631561643671e-09,4.684971521839998e-09,4.693664124033603e-09,4.859256996780914e-09,8.071016743826931e-09,1.1531966492839274e-08,2.2254185161330042e-09,8.975839627112236e-09,5.224605637010882e-09,6.186306134026154e-09,7.281262703884295e-09,1.1604487148986209e-08,1.0856713750229119e-08,4.9606985186301245e-09
не произвести,7.618113784246816e-08,8.805877627082737e-08,7.619896535970838e-08,9.983018145476308e-08,1.0713426235042789e-07,1.1087765727779697e-07,1.333000625436398e-07,1.0447402587487886e-07,1.4297229711246473e-07,1.8660819023352815e-07,1.3686323541151069e-07,1.3688155320323858e-07,1.6718738038434822e-07,1.515645067229343e-07,1.428947768999933e-07,1.7353983139400952e-07,1.6034530858632934e-07,1.29804945459e-07
не производить,3.761443565508671e-07,3.386260232218774e-07,3.7352435811044415e-07,3.924621694295638e-07,3.1557235047330323e-07,2.8656407380367455e-07,4.346333071225672e-07,3.450072370014823e-07,4.0931584521786135e-07,4.2248933596056304e-07,4.1504054593133333e-07,4.454260533748311e-07,4.0542940382692905e-07,4.0932724232334294e-07,4.769227075485105e-07,4.0879442053665116e-07,3.783146951263916e-07,4.6299851419462357e-07
не пройти,3.864605560011114e-07,3.8505700672430976e-07,4.101297292891104e-07,3.8865186979819555e-07,4.176049799298198e-07,4.419489698648249e-07,4.656114924728172e-07,4.810664222532068e-07,4.4621191364058177e-07,4.6127865971357096e-07,4.250549352491362e-07,4.027907891668292e-07,3.7930638541183725e-07,4.0417199898001854e-07,4.041100680751697e-07,5.475208126881626e-07,4.067091765591613e-07,4.613449675616721e-07
не просыхать,3.1742140027546384e-09,8.005343055117464e-10,0.0,0.0,8.01684940654468e-09,0.0,4.693664124033603e-09,1.2148142491952285e-09,3.459007080763854e-09,3.145081972633079e-09,3.3381277741995063e-09,3.365939971189391e-09,2.0898422992132737e-09,1.0310510223376923e-09,2.730473624978913e-09,5.8022435744931045e-09,2.505395446661396e-09,4.13391543219177e-09
не пускать,3.801121408741892e-07,5.571718588726071e-07,5.535630975828099e-07,5.555435222959204e-07,6.012637072672078e-07,6.199778681548196e-07,7.378440614047577e-07,7.288885512934939e-07,8.497627277392894e-07,8.292532243103778e-07,8.145031529238622e-07,7.618243671458913e-07,7.105463737389073e-07,7.485430160159012e-07,6.571339667971188e-07,9.689746320873383e-07,6.873134452689555e-07,6.680407409476175e-07
не пустить,2.563177758929669e-07,2.6177471568189503e-07,2.9060194606245204e-07,2.7281836878501053e-07,3.0536909889633534e-07,3.4590706832204887e-07,3.510861006361665e-07,3.401479773401661e-07,3.355236799507111e-07,3.7636146998920594e-07,3.7609572700603167e-07,3.545456763731636e-07,3.5318333857503603e-07,2.845700919351657e-07,3.2037556252362265e-07,4.910807547275908e-07,3.3655811648714007e-07,3.1748470519232797e-07
не работать,5.086677674626117e-07,5.107409037918842e-07,5.393691822064284e-07,5.502091084963467e-07,6.894490525155561e-07,6.793208626731939e-07,6.974785264901584e-07,6.54784855669277e-07,6.779653745070391e-07,6.374032750500191e-07,6.28680709269247e-07,6.507483476525522e-07,7.314447998396645e-07,7.62977776957996e-07,7.44509122796444e-07,7.600938829455117e-07,7.006755708971468e-07,6.622532282563043e-07
не располагать,2.9361480358147674e-08,2.881923499842287e-08,1.6435071970022364e-08,2.438599899790006e-08,2.8423375653119365e-08,1.7178228617353852e-08,2.1590855325825942e-08,1.8222213071794613e-08,3.574307427811618e-08,2.411229438337159e-08,3.115586011404048e-08,1.570771956949102e-08,3.4482397381907504e-08,1.6496816357403077e-08,2.4574260848453378e-08,3.006617177447879e-08,3.6745799292248194e-08,2.4803492593150622e-08
не рекомендовать,1.2696856011018554e-08,1.8412288582680958e-08,1.6435071970022364e-08,2.819631106376619e-08,3.6440226836020884e-08,2.8890656977864637e-08,2.9100718279551074e-08,3.037035511965769e-08,3.113106217256245e-08,2.9354097819123126e-08,3.560669625812807e-08,2.3561579354236528e-08,3.343747678741238e-08,2.680732613669079e-08,2.3664103565579353e-08,2.3208974297972418e-08,2.4218822503030424e-08,3.1417755508300615e-08
не решать задачи,0.0,8.494032144312769e-10,2.380865504747476e-09,3.2317883924548596e-09,7.726898565429963e-10,5.798042490567923e-09,0.0,0.0,1.2221307299498108e-09,1.1139623667943965e-09,1.1787603115820389e-09,2.3766069112696186e-09,0.0,0.0,9.641585307917921e-10,5.606113906431176e-10,2.6536508546115556e-09,0.0
не решить,3.943960962260462e-07,5.579723847404239e-07,7.321077077904192e-07,9.045681395036809e-07,1.158070404017053e-06,8.854595989760128e-07,7.256405183397874e-07,5.879700779587438e-07,5.246160981187131e-07,5.378090008889558e-07,5.452275217976421e-07,5.879174977962975e-07,5.329097803041805e-07,5.237739060248714e-07,5.306220032252895e-07,4.863334766014304e-07,5.904381623622612e-07,5.795749302706099e-07
не слушать,2.9758257369394414e-07,3.18612649152783e-07,3.5260697472949687e-07,3.8484154174511787e-07,4.0157129888029885e-07,4.3414067363301e-07,4.4308191604613967e-07,4.4948126287636114e-07,4.946380158799002e-07,5.105516152070777e-07,4.740141434922407e-07,4.1064467382057046e-07,4.1483369273009885e-07,4.4335195070743794e-07,3.940983503980533e-07,5.84971644457255e-07,4.5598196152241144e-07,4.53077120710077e-07
не сметь,9.443286330679257e-08,1.440961767684712e-07,1.456744911365604e-07,2.01946548372689e-07,2.5653918100942974e-07,2.3268691506928008e-07,2.0276630152693542e-07,2.0773323683442868e-07,2.1099943126046128e-07,2.3902623524918454e-07,1.8470973373041488e-07,1.9859045607972803e-07,1.8704088233789662e-07,1.7012341402278253e-07,1.7748077141277463e-07,2.0518842802630388e-07,1.5867503577737807e-07,1.2897815793166956e-07
не смочь,2.142594368592654e-08,8.80587691654e-09,1.4940974679689134e-08,1.752743727934103e-08,2.1864135391069794e-08,1.4054914565519994e-08,1.689719120179234e-08,3.2799984950315775e-08,2.65190536197224e-08,1.677376992859081e-08,1.4465220132819923e-08,2.3561579354236528e-08,1.3583974833863977e-08,2.3714173735811528e-08,1.274220995384212e-08,2.637383289538775e-08,1.5032371791789956e-08,1.9016010099903724e-08
не соблюдать,5.237453137851844e-08,9.366251418896354e-08,7.395782120056538e-08,7.010974911736412e-08,6.705001709406133e-08,7.574037397262146e-08,1.0419935136951608e-07,8.868143908102866e-08,1.3374827290135727e-07,8.491721104064709e-08,9.124215694100712e-08,1.0434413866278192e-07,1.1389640519610111e-07,1.2166401575086638e-07,1.101291005056737e-07,1.207921513923793e-07,9.353475860507388e-08,1.1078893180638261e-07
не соблюдаться,1.904528446061704e-08,2.24149605543289e-08,2.0917363841022052e-08,1.752743727934103e-08,1.3847285984525115e-08,1.4835742412344644e-08,2.3468322396524854e-08,1.9437027987123656e-08,1.3836028323055416e-08,2.0967211966649302e-08,1.7803348129064034e-08,1.570771956949102e-08,2.612302907323283e-08,1.7527867157696164e-08,2.093362994060044e-08,1.4241869905617932e-08,1.0856713750229119e-08,4.051237212365777e-08
не соответствовать,2.539371166676574e-07,2.449635019274865e-07,2.846255426902644e-07,2.834872248058673e-07,2.660136431131832e-07,2.4283767174893e-07,2.7598747465162887e-07,2.393184104221291e-07,2.478955138940364e-07,2.2225245288609585e-07,2.281053923525178e-07,2.4346965687982447e-07,2.1629867319461482e-07,2.288933274030569e-07,2.484730998730811e-07,2.3841946017455484e-07,2.363423021733979e-07,2.513420440664049e-07
невозврат,2.694217826615386e-08,6.370524374688102e-08,3.730022513082076e-08,2.7470202113022424e-08,2.9362213993522346e-08,3.478825405522912e-08,3.2884901912666464e-08,2.7098250754420405e-08,3.9108183358393944e-08,4.1216608792638e-08,7.661942191816706e-08,1.3546659261010063e-07,1.216892684396953e-07,1.0047334342289105e-07,1.2051981457261718e-07,8.577354293493045e-08,8.491682734756978e-08,9.287698077287132e-08
неволить,1.1282037348792073e-07,9.258494770847392e-08,1.1745603245572056e-07,1.0018543861178841e-07,1.0508581738122302e-07,9.773842890581363e-08,8.968609677140194e-08,1.0581221943084529e-07,1.3076798666133982e-07,1.8157587078349025e-07,1.4380876223185624e-07,9.149936630592492e-08,1.0398900940344902e-07,7.75392052787538e-08,8.002515983207559e-08,9.642516118901767e-08,8.13786229514335e-08,6.921963802142272e-08
невольник,1.3639477458582405e-07,1.2995869269616378e-07,1.388838200000464e-07,2.0441061110432202e-07,2.3257965153788973e-07,2.145275743714592e-07,2.8599899337677925e-07,1.9613972312981787e-07,2.3709336005595105e-07,2.606672069305205e-07,2.2514322495226224e-07,2.067647955072971e-07,2.3784720326602837e-07,2.7411746827965544e-07,2.718927021305717e-07,2.674116217349365e-07,2.0610021067568596e-07,2.2343047589856724e-07
невольница,2.7784121670038076e-08,7.304867466473297e-08,8.571115728273071e-08,1.2038411512094171e-07,6.258787976776148e-08,4.804092412769023e-08,1.275535623790347e-07,7.097160903413169e-08,6.843931998901098e-08,7.017963099542612e-08,5.77592551564976e-08,7.842803029234346e-08,1.4713339169247774e-07,1.288679811750626e-07,3.567386386293947e-08,9.642516118901767e-08,6.899492177581124e-08,5.607666864193561e-08
невольнический,8.419430708173081e-10,0.0,1.0317084075950333e-08,4.847682699704592e-09,0.0,1.6565835370130344e-09,9.965122060862086e-10,1.290392903641191e-09,0.0,8.911698934355172e-09,2.3575206231640777e-09,2.3766069112696186e-09,3.3187981252069676e-09,0.0,2.8924755923753764e-09,3.9242795679683695e-09,8.845502663668015e-10,8.761979475302439e-10
невольничество,1.515497594084536e-08,2.20844835752132e-08,3.333211751055387e-08,1.1311259484614311e-08,1.0044968412614708e-08,8.282917463020567e-08,2.092675543963196e-08,2.4517465391227233e-08,1.9554091679196972e-08,1.113962344589936e-08,1.1787602893775784e-08,2.733098014573443e-08,1.5487724880358655e-08,2.4026233447216327e-08,2.1211487677419427e-08,3.0833625430659595e-08,1.5921905571758543e-08,2.1028750296636645e-08
невралгический,8.419430708173081e-10,3.3976128577251075e-09,3.968109396623731e-09,7.271523827512283e-09,3.090759426171985e-09,8.282917463020567e-09,4.982561030431043e-09,6.45196429616135e-09,1.466556831530852e-08,1.113962344589936e-08,4.7150412463281555e-09,8.31812396739906e-09,3.3187981252069676e-09,4.3684060813120595e-09,8.67742677712613e-09,7.848559135936739e-09,5.307301709223111e-09,1.7523958950604879e-09
невралгия,3.030995188169072e-08,1.1551883716265365e-07,4.841093215190995e-08,7.029139936776119e-08,8.035974730091766e-08,1.2258718129487534e-07,1.5744892323255044e-07,5.806768044180899e-08,8.677127993905742e-08,1.0694039076497575e-07,5.186545237734208e-08,6.298008514704634e-08,5.199450470172451e-08,5.2420872975744714e-08,8.677426421854761e-08,1.7995625967159867e-07,5.838031924554343e-08,6.571484334472188e-08
неврастения,3.451966534839812e-08,1.0532599503676465e-07,8.333029200002784e-08,1.0341722855855551e-07,9.272278589378402e-08,1.5323398372402153e-07,1.8535126855567796e-07,1.1355457729678164e-07,1.6132125324475055e-07,1.359034058623365e-07,1.3791495234727336e-07,1.2596017029409268e-07,1.2500807144988357e-07,1.1794696774813929e-07,1.2919724667881383e-07,2.0350194063212257e-07,1.2206793087443657e-07,1.2266771420854639e-07
невыплата,9.261373890012692e-09,1.0192838573175322e-08,1.3491571415613635e-08,1.1311259484614311e-08,2.0862625405015933e-08,1.9050711230761408e-08,1.5944195297379338e-08,1.8065501095065883e-08,2.8109006677823345e-08,5.569811989403206e-08,9.07645443248839e-08,1.93693466599143e-07,2.577600071163033e-07,2.752095724645187e-07,2.699644028325565e-07,1.2781939062733727e-07,2.193684593976286e-07,1.8400156420739222e-07
